code,author,id,tokens
"typedef long long i64d;

int f[1005][1005] = {0}, c[1005][1005] = {0};
int L[1005] = {0}, p[1005] = {0};
int n, s, t, minv;

int ford() {
  int i, j, m, x;

  for (i = 1; i <= n; i++) {
    L[i] = 0;
    p[i] = 0;
  }
  L[s] = 1;
  while (1) {
    i = 1;
    while ((i <= n) && !((L[i] != 0) && (p[i] == 0)))
      i++;
    if (i > n)
      return 1;
    for (j = 1; j <= n; j++)
      if ((L[j] == 0) && ((c[i][j] > 0) || (c[j][i] > 0))) {
        if (f[i][j] < c[i][j])
          L[j] = i;
        if (f[j][i] > 0)
          L[j] = -i;
      }
    p[i] = 1;
    if (L[t] != 0)
      break;
  }
  m = t;
  minv = 32767;
  while (m != s) {
    j = m;
    m = (int)abs(L[j]);
    if (L[j] < 0)
      x = f[j][m];
    if (L[j] > 0)
      x = c[m][j] - f[m][j];
    if (x < minv)
      minv = x;
  }
  return 0;
}

void change() {
  int m, j;

  m = t;
  while (m != s) {
    j = m;
    m = (int)abs(L[j]);
    if (L[j] < 0)
      f[j][m] = f[j][m] - minv;
    if (L[j] > 0)
      f[m][j] = f[m][j] + minv;
  }
}

int maxvflow() {
  int del, success;

  // s = 1; t = n;
  success = 0;
  while (1) {
    success = ford();
    if (success == 1) {
      int maxv = 0;
      for (int i = 1; i <= n; i++) {
        if (f[i][t] != 0)
          maxv += f[i][t];
      }
      return maxv;
    } else
      change();
  }
}

int a[55][55], b[55][55];
int nn, pp;

int main() {
  freopen(""B-small-attempt0.in"", ""r"", stdin);
  freopen(""B-small-attempt0.out"", ""w"", stdout);
  int cas;
  scanf(""%d"", &cas);
  for (int ca = 1; ca <= cas; ca++) {
    printf(""Case #%d: "", ca);

    scanf(""%d %d"", &nn, &pp);
    int se[55];

    for (int i = 0; i < nn; i++)
      scanf(""%d"", &se[i]);
    for (int i = 0; i < nn; i++) {
      for (int j = 0; j < pp; j++) {
        int x;
        scanf(""%d"", &x);
        a[i][j] = ceil(x / 1.1 / se[i]);
        b[i][j] = floor(x / 0.9 / se[i]);
      }
    }

    memset(f, 0, sizeof(f));
    memset(c, 0, sizeof(c));
    memset(L, 0, sizeof(L));
    memset(p, 0, sizeof(p));
    n = nn * pp + 2;
    s = n - 1;
    t = n;
    for (int i = 0; i < pp; i++)
      if (a[0][i] <= b[0][i]) {
        c[s][i + 1] = 1;
      }
    for (int i = 0; i < pp; i++)
      if (a[nn - 1][i] <= b[nn - 1][i]) {
        c[(nn - 1) * pp + i + 1][t] = 1;
      }
    for (int i = 1; i < nn; i++) {
      for (int k = 0; k < pp; k++)
        for (int y = 0; y < pp; y++) {
          int aa = max(a[i - 1][k], a[i][y]);
          int bb = min(b[i - 1][k], b[i][y]);
          if (aa <= bb)
            c[(i - 1) * pp + k + 1][i * pp + y + 1] = 1;
        }
    }
    int maxv = maxvflow();
    printf(""%d\n"", maxv);
  }
  return 0;
}
",91,84,1358
"typedef long long i64d;

int main() {
  freopen(""A-small-attempt0.in"", ""r"", stdin);
  freopen(""A-small-attempt0.out"", ""w"", stdout);
  int cas;
  scanf(""%d"", &cas);
  for (int ca = 1; ca <= cas; ca++) {
    printf(""Case #%d: "", ca);
    int d, n;
    scanf(""%d %d"", &d, &n);
    double t = 0;
    for (int i = 0; i < n; i++) {
      int k, s;
      scanf(""%d %d"", &k, &s);
      t = max(t, (double)(d - k) / s);
    }
    printf(""%lf\n"", d / t);
  }
  return 0;
}
",91,85,214
"typedef long long i64d;

int main() {
  freopen(""B-small-attempt1.in"", ""r"", stdin);
  freopen(""B-small-attempt1.out"", ""w"", stdout);
  // freopen(""input.txt"" , ""r"" , stdin);
  // freopen(""output.txt"" , ""w"" , stdout);
  int cas;
  scanf(""%d"", &cas);
  for (int ca = 1; ca <= cas; ca++) {
    printf(""Case #%d: "", ca);
    int n;
    int r, o, y, g, b, v;
    scanf(""%d %d %d %d %d %d %d"", &n, &r, &o, &y, &g, &b, &v);
    char s[1010] = {0};
    if (r > n / 2 || y > n / 2 || b > n / 2) {
      printf(""IMPOSSIBLE\n"");
    } else {
      int num[3] = {r, y, b};
      char c[4] = ""RYB"";

      if (y > r && y > b) {
        num[0] = y;
        num[1] = r;
        c[0] = 'Y';
        c[1] = 'R';
      }
      if (b > r && b > y) {
        num[0] = b;
        num[2] = r;
        c[0] = 'B';
        c[2] = 'R';
      }

      int i = 0;
      if (num[0] > 0) {
        while (i < n) {
          s[i] = c[0];
          i += 2;
          num[0]--;
          if (num[0] == 0)
            break;
        }
      }
      if (num[1] > 0) {
        while (i < n) {
          s[i] = c[1];
          i += 2;
          num[1]--;
          if (num[1] == 0)
            break;
        }
        if (num[1] > 0) {
          i = 1;
          while (i < n) {
            s[i] = c[1];
            i += 2;
            num[1]--;
            if (num[1] == 0)
              break;
          }
        }
      }
      if (num[2] > 0) {
        for (i = 0; i < n; i++)
          if (s[i] == 0)
            s[i] = c[2];
      }
      printf(""%s\n"", s);
    }
  }
  return 0;
}
",91,86,693
"typedef long long i64d;

int main() {
  freopen(""B-small-attempt0.in"", ""r"", stdin);
  freopen(""B-small-attempt0.out"", ""w"", stdout);
  int cas;
  scanf(""%d"", &cas);
  for (int ca = 1; ca <= cas; ca++) {
    printf(""Case #%d: "", ca);
    char s[30];
    scanf(""%s"", s);
    int L = strlen(s);
    for (int i = L - 2; i >= 0; i--)
      if (s[i + 1] < s[i]) {
        s[i]--;
        for (int j = i; j > 0; j--)
          if (s[i] < '0') {
            s[i - 1]--;
            s[i] += 10;
          }
        for (int j = i + 1; j < L; j++)
          s[j] = '9';
      }
    char res[30];
    int k = 0;
    while (s[k] == '0')
      k++;
    for (int i = k; i < L; i++)
      res[i - k] = s[i];
    res[L - k] = 0;
    printf(""%s\n"", res);
  }
  return 0;
}
",91,87,351
"typedef long long i64d;

double s[110][110];
int d[110][110];
int n;
void dij(int x, int he, int hs) {
  int mark[110] = {0};
  int dis[110] = {0};
  for (int i = 0; i < n; i++)
    if (d[x][i] == -1 || d[x][i] > he)
      s[x][i] = -1;
    else {
      s[x][i] = (double)d[x][i] / hs;
      dis[i] = d[x][i];
    }
  mark[x] = 1;
  for (int i = 0; i < n; i++) {
    int k = -1;
    double mint = 1e20;
    for (int j = 0; j < n; j++)
      if (mark[j] == 0 && (s[x][j] > 0 && s[x][j] < mint)) {
        k = j;
        mint = s[x][j];
      }
    if (k == -1)
      break;
    mark[k] = 1;
    for (int j = 0; j < n; j++)
      if (mark[j] == 0 && (d[k][j] != -1 && dis[k] + d[k][j] <= he) &&
          (s[x][j] < 0 || s[x][k] + (double)d[k][j] / hs < s[x][j])) {
        s[x][j] = s[x][k] + (double)d[k][j] / hs;
        dis[j] = dis[k] + d[k][j];
      }
  }
}

int main() {
  freopen(""C-small-attempt0.in"", ""r"", stdin);
  freopen(""C-small-attempt0.out"", ""w"", stdout);
  // freopen(""B-large.in"" , ""r"" , stdin);
  // freopen(""B-large.out"" , ""w"" , stdout);
  int cas;
  scanf(""%d"", &cas);
  for (int ca = 1; ca <= cas; ca++) {
    printf(""Case #%d:"", ca);
    int q;
    int he[110], hs[110];

    scanf(""%d %d"", &n, &q);
    for (int i = 0; i < n; i++)
      scanf(""%d %d"", &he[i], &hs[i]);

    for (int i = 0; i < n; i++)
      for (int j = 0; j < n; j++) {
        scanf(""%d"", &d[i][j]);
        s[i][j] = -1;
      }

    for (int i = 0; i < n; i++) {
      dij(i, he[i], hs[i]);
    }

    for (int k = 0; k < n; k++)
      for (int i = 0; i < n; i++)
        if (i != k)
          for (int j = 0; j < n; j++)
            if (j != i && j != k && s[i][k] > 0 && s[k][j] > 0 &&
                (s[i][j] < 0 || s[i][k] + s[k][j] < s[i][j])) {
              s[i][j] = s[i][k] + s[k][j];
            }
    for (int i = 0; i < q; i++) {
      int x, y;
      scanf(""%d %d"", &x, &y);
      printf("" %lf"", s[x - 1][y - 1]);
    }
    printf(""\n"");
  }
  return 0;
}
",91,88,988
"typedef long long i64d;

int main() {
  freopen(""A-small-attempt0.in"", ""r"", stdin);
  freopen(""A-small-attempt0.out"", ""w"", stdout);
  int cas;
  scanf(""%d"", &cas);
  for (int ca = 1; ca <= cas; ca++) {
    printf(""Case #%d: "", ca);
    char s[2000] = {0};
    int k;
    scanf(""%s %d"", s, &k);
    int L = strlen(s);
    int num = 0;
    for (int i = 0; i <= L - k; i++)
      if (s[i] == '-') {
        for (int j = 0; j < k; j++)
          if (s[i + j] == '-')
            s[i + j] = '+';
          else
            s[i + j] = '-';
        num++;
      }
    for (int i = L - k; i < L; i++)
      if (s[i] == '-')
        num = -1;
    if (num == -1)
      printf(""IMPOSSIBLE\n"");
    else
      printf(""%d\n"", num);
  }
  return 0;
}
",91,89,324
"typedef long long i64d;

void ins(i64d x, i64d num, vector<pair<i64d, i64d>> &b) {
  int id = -1;
  for (int i = 0; i < b.size(); i++)
    if (b[i].first == x)
      id = i;
  if (id == -1)
    b.push_back(make_pair(x, num));
  else
    b[id].second += num;
}
int main() {
  freopen(""C-small-1-attempt2.in"", ""r"", stdin);
  freopen(""C-small-1-attempt2.out"", ""w"", stdout);
  int cas;
  scanf(""%d"", &cas);
  for (int ca = 1; ca <= cas; ca++) {
    printf(""Case #%d: "", ca);
    i64d n, k;
    scanf(""%lld %lld"", &n, &k);
    i64d num = 1;
    vector<pair<i64d, i64d>> a;
    a.push_back(make_pair(n, 1));
    while (k > num) {
      k -= num;
      num <<= 1;

      vector<pair<i64d, i64d>> b;
      for (int i = 0; i < a.size(); i++) {
        i64d x = (a[i].first - 1) / 2;
        ins(x, a[i].second, b);
        ins(a[i].first - 1 - x, a[i].second, b);
      }
      a = b;
    }
    if (a.size() == 2 && a[0].first < a[1].first)
      swap(a[0], a[1]);
    i64d res = (k <= a[0].second) ? a[0].first : a[1].first;
    if (res % 2 == 1)
      printf(""%lld %lld\n"", (res - 1) / 2, (res - 1) / 2);
    else
      printf(""%lld %lld\n"", (res - 1) / 2 + 1, (res - 1) / 2);
  }
  return 0;
}
",91,90,586
"struct State {
  int Hd, Ad, Hk, Ak, Depth;
};

string toS(State s) {
  char buf[5000];

  sprintf(buf, ""%d,%d,%d,%d,%d,%d"", s.Hd, s.Ad, s.Hk, s.Ak, s.Depth);

  return string(buf);
}
int main() {
  int T;
  freopen(""A-small-attempt2.in"", ""r"", stdin);
  freopen(""output.txt"", ""w"", stdout);

  scanf(""%d"", &T);

  for (int testCase = 1; testCase <= T; testCase++) {
    long long D;
    int N;
    scanf(""%lld %d"", &D, &N);

    long long K[1001], S[1001];

    double res;

    for (int i = 0; i < N; i++) {
      scanf(""%lld %lld"", &K[i], &S[i]);
    }

    pair<long long, long long> maxTime = {0, 1};

    for (int i = 0; i < N; i++) {
      if (maxTime.first * S[i] < maxTime.second * (D - K[i])) {
        maxTime = make_pair(D - K[i], S[i]);
      }
    }

    res = (double)maxTime.second * D / (double)maxTime.first;

    printf(""Case #%d: %.6lf\n"", testCase, res);
  }

  return 0;
}
",94,91,415
"pair<int, int> getRange(int need, int available) {
  available *= 10;

  int maximum = available / (9 * need);
  int minimum = available / (11 * need);

  if (available % (11 * need) != 0) {
    minimum++;
  }

  if (maximum < minimum) {
    return make_pair(-1, -1);
  }

  return make_pair(minimum, maximum);
}

int main() {
  int T;
  freopen(""B-small-attempt0.in"", ""r"", stdin);
  freopen(""output.txt"", ""w"", stdout);

  scanf(""%d"", &T);

  for (int testCase = 1; testCase <= T; testCase++) {
    int N, P;
    scanf(""%d %d"", &N, &P);

    int pack[100][100];
    int needs[100];

    int idx[100] = {
        0,
    };

    pair<int, int> rng[100][100];

    for (int i = 0; i < N; i++) {
      scanf(""%d"", &needs[i]);
    }

    for (int i = 0; i < N; i++) {
      for (int j = 0; j < P; j++) {
        scanf(""%d"", &pack[i][j]);
      }
    }

    for (int i = 0; i < N; i++) {
      sort(pack[i], pack[i] + P);
    }

    for (int i = 0; i < N; i++) {
      for (int j = 0; j < P; j++) {
        rng[i][j] = getRange(needs[i], pack[i][j]);
      }
    }

    int res = 0;

    for (; idx[0] < P; idx[0]++) {
      int minimum = rng[0][idx[0]].first;
      bool ck = true;

      if (minimum == -1)
        continue;

      do {
        for (int j = 1; j < N; j++) {
          for (; idx[j] < P; idx[j]++) {
            if (minimum <= rng[j][idx[j]].second) {
              minimum = max(minimum, rng[j][idx[j]].first);
              break;
            }
          }

          if (idx[j] >= P) {
            goto EXIT;
          }
        }

        for (int j = 0; j < N; j++) {
          if (rng[j][idx[j]].first <= minimum &&
              minimum <= rng[j][idx[j]].second) {
            continue;
          } else {
            ck = false;
            break;
          }
        }
      } while (minimum <= rng[0][idx[0]].second && !ck);

      if (ck) {
        res++;
        for (int j = 1; j < N; j++) {
          idx[j]++;

          if (idx[j] >= P) {
            break;
          }
        }
      }
    }
  EXIT:

    printf(""Case #%d: %d\n"", testCase, res);
  }

  return 0;
}
",94,92,859
"int main() {
  int T;
  freopen(""B-small-attempt0.in"", ""r"", stdin);
  freopen(""output.txt"", ""w"", stdout);

  scanf(""%d"", &T);

  for (int testCase = 1; testCase <= T; testCase++) {
    long long N;
    vector<int> v;
    cin >> N;

    int prev = N % 10;
    N /= 10;
    v.push_back(prev);
    while (N != 0) {
      int now = N % 10;
      if (prev < now) {
        N--;
        now = N % 10;
        for (int i = 0; i < v.size(); i++) {
          v[i] = 9;
        }
      }
      N /= 10;
      v.push_back(now);
      prev = now;
    }

    while (v.back() == 0)
      v.pop_back();

    printf(""Case #%d: "", testCase);
    for (int i = v.size() - 1; i >= 0; i--) {
      printf(""%d"", v[i]);
    }
    printf(""\n"");
  }

  return 0;
}
",94,93,326
"int main() {
  int T;
  freopen(""C-small-1-attempt2.in"", ""r"", stdin);
  freopen(""output.txt"", ""w"", stdout);

  scanf(""%d"", &T);

  for (int testCase = 1; testCase <= T; testCase++) {
    long long N, K, cnt, step;
    cin >> N >> K;

    cnt = 1;
    step = 1;

    while (K > step) {
      K -= step;
      if (N % 2 == 1) {
        long long tmp = step - cnt;
        cnt *= 2;
        cnt += tmp;
      }
      step <<= 1;
      N /= 2;
    }

    printf(""Case #%d: "", testCase);

    if (K <= cnt) {
      printf(""%lld %lld"", N / 2, (N - 1) / 2);
    } else {
      printf(""%lld %lld"", (N - 1) / 2, (N - 2) / 2);
    }
    printf(""\n"");
  }

  return 0;
}
",94,94,300
"int main() {
  int T;
  freopen(""A-small-attempt1.in"", ""r"", stdin);
  freopen(""output.txt"", ""w"", stdout);

  scanf(""%d"", &T);

  for (int testCase = 1; testCase <= T; testCase++) {
    int R, C;
    scanf(""%d %d"", &R, &C);

    char board[30][30] = {
        0,
    };

    queue<pair<pair<int, int>, char>> q;

    for (int i = 0; i < R; i++) {
      for (int j = 0; j < C; j++) {
        scanf("" %c"", &board[i][j]);

        if (board[i][j] != '?') {
          q.push(make_pair(make_pair(i, j), board[i][j]));
        }
      }
    }

    while (!q.empty()) {
      int y = q.front().first.first;
      int x = q.front().first.second;
      char c = q.front().second;

      q.pop();

      if (y - 1 >= 0 && board[y - 1][x] == '?') {
        board[y - 1][x] = c;
        q.push(make_pair(make_pair(y - 1, x), c));
      }

      if (y + 1 < R && board[y + 1][x] == '?') {
        board[y + 1][x] = c;
        q.push(make_pair(make_pair(y + 1, x), c));
      }
    }

    for (int i = 0; i < R; i++) {
      for (int j = 0; j < C; j++) {
        if (board[i][j] == '?') {
          char c = 'A';

          int tmpJ = j;
          while (tmpJ >= 0 && board[i][tmpJ] == '?') {
            tmpJ--;
          }

          if (tmpJ == -1) {
            tmpJ = 0;
            while (tmpJ < C && board[i][tmpJ] == '?') {
              tmpJ++;
            }
          }

          c = (tmpJ < C ? board[i][tmpJ] : c);

          board[i][j] = c;
        }
      }
    }

    printf(""Case #%d:\n"", testCase);
    for (int i = 0; i < R; i++) {
      for (int j = 0; j < C; j++) {
        printf(""%c"", board[i][j]);
      }
      printf(""\n"");
    }
  }

  return 0;
}
",94,95,704
"int dim[6][6] = {{0, 0, 1, 1, 1, 0}, {0, 0, 0, 0, 1, 0}, {1, 0, 0, 0, 1, 1},
                 {1, 0, 0, 0, 0, 0}, {1, 1, 1, 0, 0, 0}, {0, 0, 1, 0, 0, 0}};
int main() {
  int T;
  freopen(""B-small-attempt2.in"", ""r"", stdin);
  freopen(""output.txt"", ""w"", stdout);

  scanf(""%d"", &T);

  for (int testCase = 1; testCase <= T; testCase++) {
    int N;
    int R, O, Y, G, B, V;

    scanf(""%d %d %d %d %d %d %d"", &N, &R, &O, &Y, &G, &B, &V);

    int total = R + O + Y + G + B + V;

    string strBO;
    string strYV;
    string strRG;

    printf(""Case #%d: "", testCase);

    while (O > 0 && B > 0) {
      strBO += ""BO"";
      O--;
      B--;
    }

    if (total == strBO.size()) {
      cout << strBO << endl;
      continue;
    }

    if (strBO.size() > 0) {
      if (B == 0) {
        printf(""IMPOSSIBLE\n"");
        continue;
      } else {
        B--;
        strBO += ""B"";
      }
    }

    while (V > 0 && Y > 0) {
      strYV += ""YV"";
      Y--;
      V--;
    }

    if (total == strYV.size()) {
      cout << strYV << endl;
      continue;
    }

    if (strYV.size() > 0) {
      if (Y == 0) {
        printf(""IMPOSSIBLE\n"");
        continue;
      } else {
        Y--;
        strYV += ""Y"";
      }
    }

    while (R > 0 && G > 0) {
      strRG += ""RG"";
      R--;
      G--;
    }

    if (total == strRG.size()) {
      cout << strRG << endl;
      continue;
    }

    if (strRG.size() > 0) {
      if (R == 0) {
        printf(""IMPOSSIBLE\n"");
        continue;
      } else {
        R--;
        strRG += ""R"";
      }
    }

    pair<int, string> RBY[3] = {{R + (strRG.size() > 0), ""R""},
                                {B + (strBO.size() > 0), ""B""},
                                {Y + (strYV.size() > 0), ""Y""}};

    sort(RBY, RBY + 3);

    if (RBY[0].first + RBY[1].first < RBY[2].first) {
      printf(""IMPOSSIBLE\n"");
      continue;
    }

    string str2;

    while (RBY[0].first + RBY[1].first > RBY[2].first) {
      str2 += RBY[2].second + RBY[1].second + RBY[0].second;
      RBY[0].first--;
      RBY[1].first--;
      RBY[2].first--;
    }
    while (RBY[1].first > 0) {
      str2 += RBY[2].second + RBY[1].second;
      RBY[1].first--;
      RBY[2].first--;
    }
    while (RBY[0].first > 0) {
      str2 += RBY[2].second + RBY[0].second;
      RBY[0].first--;
      RBY[2].first--;
    }

    string res;

    bool ckR = strRG.size() == 0, ckB = strBO.size() == 0,
         ckY = strYV.size() == 0;

    for (int i = 0; i < str2.size(); i++) {
      if (str2[i] == 'R' && !ckR) {
        ckR = true;
        res += strRG;
      } else if (str2[i] == 'B' && !ckB) {
        ckB = true;
        res += strBO;
      } else if (str2[i] == 'Y' && !ckY) {
        ckY = true;
        res += strYV;
      } else {
        res.push_back(str2[i]);
      }
    }

    assert(res.size() == total);

    cout << res << endl;
  }

  return 0;
}
",94,96,1299
"int main() {
  int T;
  freopen(""A-small-attempt1.in"", ""r"", stdin);
  freopen(""output.txt"", ""w"", stdout);

  scanf(""%d"", &T);

  for (int testCase = 1; testCase <= T; testCase++) {
    string str;
    int K;

    cin >> str >> K;

    int res = 0;
    for (int i = 0; i <= str.size() - K; i++) {
      if (str[i] == '-') {
        res++;
        for (int j = i; j < i + K; j++) {
          str[j] = str[j] == '-' ? '+' : '-';
        }
      }
    }

    bool isOK = true;
    for (int i = str.size() - 1; i >= 0; i--) {
      if (str[i] == '-') {
        isOK = false;
        break;
      }
    }
    printf(""Case #%d: "", testCase);

    if (isOK) {
      printf(""%d"", res);
    } else {
      printf(""IMPOSSIBLE"");
    }

    printf(""\n"");
  }

  return 0;
}
",94,97,320
"

int main() {

  ios_base::sync_with_stdio(false);
  cin.tie(NULL);
  cout.tie(NULL);
  ;
  freopen(""inp.txt"", ""r"", stdin);
  freopen(""out.txt"", ""w"", stdout);
  long long t;
  cin >> t;
  for (long long ccr = 1; ccr <= t; ++ccr) {

    long long rows, cols;
    cin >> rows >> cols;
    cin.ignore(256, '\n');
    vector<string> vec(rows, """");
    for (long long i = 0; i < rows; ++i)
      cin >> vec[i];
    for (long long i = 0; i < rows; ++i) {
      for (long long j = 1; j < cols; ++j) {
        if (vec[i][j] == '?' && vec[i][j - 1] != '?')
          vec[i][j] = vec[i][j - 1];
      }
    }
    for (long long i = 0; i < rows; ++i) {
      for (long long j = cols - 2; j >= 0; --j) {
        if (vec[i][j] == '?' && vec[i][j + 1] != '?')
          vec[i][j] = vec[i][j + 1];
      }
    }
    for (long long j = 0; j < cols; ++j) {
      for (long long i = 1; i < rows; ++i) {
        if (vec[i][j] == '?' && vec[i - 1][j] != '?')
          vec[i][j] = vec[i - 1][j];
      }
    }
    for (long long j = 0; j < cols; ++j) {
      for (long long i = rows - 2; i >= 0; --i) {
        if (vec[i][j] == '?' && vec[i + 1][j] != '?')
          vec[i][j] = vec[i + 1][j];
      }
    }

    cout << ""Case #"" << ccr << "":\n"";
    for (long long i = 0; i < rows; ++i) {
      cout << vec[i] << ""\n"";
    }
  }

  return 0;
}
",96,98,601
"

int main() {

  ios_base::sync_with_stdio(false);
  cin.tie(NULL);
  cout.tie(NULL);
  ;
  freopen(""inp.txt"", ""r"", stdin);
  freopen(""out.txt"", ""w"", stdout);
  long long t;
  cin >> t;
  for (long long ccr = 1; ccr <= t; ++ccr) {
    long long flip1 = 0, flip2 = 0;
    bool poss1 = true, poss2 = true;
    string inp;
    cin.ignore(256, '\n');
    cin >> inp;
    long long k;
    cin >> k;
    long long n = inp.length();

    queue<long long> over;
    char problem = '-';
    for (long long i = 0; i < n; ++i) {
      if (!over.empty() && over.front() == i) {
        over.pop();
        if (problem == '+')
          problem = '-';
        else
          problem = '+';
      }
      if (inp[i] != problem)
        continue;

      over.push(i + k);
      if ((i + k) > n) {
        poss1 = false;
        break;
      }
      ++flip1;
      if (problem == '+')
        problem = '-';
      else
        problem = '+';
    }

    while (!over.empty())
      over.pop();

    problem = '-';
    for (long long i = n - 1; i >= 0; --i) {
      if (!over.empty() && over.front() == i) {
        over.pop();
        if (problem == '+')
          problem = '-';
        else
          problem = '+';
      }
      if (inp[i] != problem)
        continue;

      over.push(i - k);
      if ((i - k) < -1) {
        poss2 = false;
        break;
      }
      ++flip2;
      if (problem == '+')
        problem = '-';
      else
        problem = '+';
    }

    if (!poss1 && !poss2) {
      cout << ""Case #"" << ccr << "": IMPOSSIBLE\n"";
    } else if (poss1 && poss2) {
      cout << ""Case #"" << ccr << "": "" << min(flip1, flip2) << ""\n"";
    } else if (poss1) {
      cout << ""Case #"" << ccr << "": "" << flip1 << ""\n"";
    } else {
      cout << ""Case #"" << ccr << "": "" << flip2 << ""\n"";
    }
  }

  return 0;
}
",96,99,698
"

int main() {

  ios_base::sync_with_stdio(false);
  cin.tie(NULL);
  cout.tie(NULL);
  ;
  freopen(""inp2.txt"", ""r"", stdin);
  freopen(""out2.txt"", ""w"", stdout);
  long long t;
  cin >> t;
  for (long long ccr = 1; ccr <= t; ++ccr) {
    long long n, r, o, y, g, b, v;
    cin >> n >> r >> o >> y >> g >> b >> v;
    string ans(n, 'a');
    if (r >= b && r >= y) {
      ans[0] = 'R';
      --r;
    } else if (b >= r && b >= y) {
      ans[0] = 'B';
      --b;
    } else {
      ans[0] = 'Y';
      --y;
    }

    for (int i = 1; i < n; ++i) {
      if (ans[i - 1] == 'R') {
        if (b > y || (b == y && ans[0] == 'B' && b > 0)) {
          ans[i] = 'B';
          --b;
        } else {
          if (y <= 0) {
            ans = ""IMPOSSIBLE"";
            break;
          }
          ans[i] = 'Y';
          --y;
        }
      } else if (ans[i - 1] == 'B') {
        if (r > y || (r == y && ans[0] == 'R' && r > 0)) {
          ans[i] = 'R';
          --r;
        } else {
          if (y <= 0) {
            ans = ""IMPOSSIBLE"";
            break;
          }
          ans[i] = 'Y';
          --y;
        }
      } else {
        if (r > b || (b == r && ans[0] == 'R' && r > 0)) {
          ans[i] = 'R';
          --r;
        } else {
          if (b <= 0) {
            ans = ""IMPOSSIBLE"";
            break;
          }
          ans[i] = 'B';
          --b;
        }
      }
    }
    if (ans != ""IMPOSSIBLE"" && ans[n - 1] == ans[0]) {
      ans = ""IMPOSSIBLE"";
    }
    cout << ""Case #"" << ccr << "": "" << ans << ""\n"";
  }

  return 0;
}
",96,100,661
"

bool func(string &cur, string &orig, long long index) {
  long long n = orig.length();
  if (index >= n)
    return true;
  for (char i = '9'; i >= cur[index - 1]; --i) {
    cur[index] = i;
    if (cur.substr(0, index + 1) > orig.substr(0, index + 1))
      continue;
    bool tmp = func(cur, orig, index + 1);
    if (tmp)
      return true;
  }
  cur[index] = orig[index];
  return false;
}

int main() {

  ios_base::sync_with_stdio(false);
  cin.tie(NULL);
  cout.tie(NULL);
  ;
  freopen(""inp.txt"", ""r"", stdin);
  freopen(""out.txt"", ""w"", stdout);
  long long t;
  cin >> t;
  cin.ignore(256, '\n');
  for (long long ccr = 1; ccr <= t; ++ccr) {
    string inp, orig;
    cin >> inp;
    inp = ""0"" + inp;
    orig = inp;

    bool poss = func(inp, orig, 1);
    long long n = inp.length();
    if (poss) {
      long long i = 0;
      while (i < n - 1 && inp[i] == '0')
        ++i;
      inp = inp.substr(i);
      cout << ""Case #"" << ccr << "": "" << inp << ""\n"";
    }
  }

  return 0;
}
",96,101,423
"

bool func(string &cur, string &orig, double index) {
  double n = orig.length();
  if (index >= n)
    return true;
  for (char i = '9'; i >= cur[index - 1]; --i) {
    cur[index] = i;
    if (cur.substr(0, index + 1) > orig.substr(0, index + 1))
      continue;
    bool tmp = func(cur, orig, index + 1);
    if (tmp)
      return true;
  }
  cur[index] = orig[index];
  return false;
}

int main() {

  ios_base::sync_with_stdio(false);
  cin.tie(NULL);
  cout.tie(NULL);
  ;
  freopen(""inp.txt"", ""r"", stdin);
  freopen(""out.txt"", ""w"", stdout);
  double t;
  cin >> t;
  cin.ignore(256, '\n');
  for (double ccr = 1; ccr <= t; ++ccr) {
    double numIng, numPack;
    cin >> numIng >> numPack;
    vector<double> reqQ(numIng, 0);
    for (double i = 0; i < numIng; ++i) {
      cin >> reqQ[i];
    }
    double val, ans = 0;
    multiset<double> in;
    vector<multiset<double>> pack(numIng, in);
    for (double i = 0; i < numIng; ++i) {
      for (double j = 0; j < numPack; ++j) {
        cin >> val;
        pack[i].insert(val);
      }
    }
    double lim = 1000000;

    for (double i = 0; i < numIng; ++i) {
      multiset<double>::iterator it = pack[i].end();
      --it;
      val = *it;
      val /= reqQ[i];
      lim = min(lim, 4 * val);
    }

    for (double dish = 1; dish <= lim; ++dish) {
      vector<double> less(numIng, 0), more(numIng, 0);
      for (double i = 0; i < numIng; ++i) {
        less[i] = 0.9 * reqQ[i] * dish;
        more[i] = 1.1 * reqQ[i] * dish;
      }
      bool poss = true;
      vector<multiset<double>::iterator> deleteIts(numIng);
      for (double i = 0; i < numIng; ++i) {
        auto it = pack[i].lower_bound(less[i]);
        if (it == pack[i].end() || *it > more[i]) {
          poss = false;
          break;
        }
        deleteIts[i] = it;
      }
      if (poss) {
        ++ans;
        for (double i = 0; i < numIng; ++i) {
          pack[i].erase(deleteIts[i]);
        }
        --dish;
      }
    }
    cout << ""Case #"" << ccr << "": "" << ans << ""\n"";
  }

  return 0;
}
",96,102,844
