code,author,id,tokens
"#define _CRT_SECURE_NO_WARNINGS






#define MAX_DIR_LENGTH 256

typedef struct dir* Position;
typedef struct stack* StackPosition;
typedef struct dir {
    char name[MAX_DIR_LENGTH];
    Position sibling;
    Position child;
}Dir;

typedef struct stack {
    Position data;
    StackPosition next;
} Stack;
Position AllocateMemoryForDirectory();
StackPosition AllocateMemoryForStack();
int PushStack(Position, StackPosition);
Position PopStack(StackPosition);
Position MakeDirectory(Position, char*);
Position ChangeDirectory(Position, StackPosition, char*);
Position ChangeToPreviousDirectory(StackPosition);
int PrintDirectory(Position);
int Path(Position, StackPosition);
int CommandPrompt(Position current, StackPosition stackHead);
void Remove(Position);
int main()
{
    Dir C;
    C.sibling = NULL;
    C.child = NULL;
    strcpy(C.name, ""C:"");

    Stack stackHead;
    stackHead.data = NULL;
    stackHead.next = NULL;

    PushStack(&C, &stackHead);
    CommandPrompt(&C, &stackHead);

    return 0;
}
Position PopStack(StackPosition stackHead)
{
    StackPosition tempStackElement = stackHead->next, prev = stackHead->next;
    if (!tempStackElement->next)
        return NULL;
    while (tempStackElement->next)
    {
        prev = tempStackElement;
        tempStackElement = tempStackElement->next;
    }
        Position directory = tempStackElement->data;
        prev->next = tempStackElement->next;
        free(tempStackElement);
        return directory;
}
int PushStack(Position current, StackPosition stackHead)
{
    StackPosition newStackElement;
    StackPosition tempStackElement = stackHead;
    if (newStackElement = AllocateMemoryForStack()) 
    {
        while (tempStackElement->next)
            tempStackElement = tempStackElement->next;
        newStackElement->next = tempStackElement->next;
        tempStackElement->next = newStackElement;
        newStackElement->data = current;
        return 0;
    }
    else
        return 1;
}
int PrintDirectory(Position current)
{
    if (!current->child)
        printf(""Directory is empty!\n"");
    else
    {
        current = current->child;
        while (current)
        {
            printf("" %s\n"", current->name);
            current = current->sibling;
        }
    }
    return 0;
}
Position ChangeToPreviousDirectory(StackPosition stackHead)
{
    return PopStack(stackHead);
}
Position ChangeDirectory(Position current, StackPosition stackHead, char* name)
{
    if (!current->child)
    {
        
        return current;
    }
    else
    {
        Position parent = current;
        Position finderOfWantedDirectory = current->child;
        while (finderOfWantedDirectory)
        {
            if (!strcmp(finderOfWantedDirectory->name, name))
            {
                PushStack(finderOfWantedDirectory, stackHead);
                return finderOfWantedDirectory;
            }
            finderOfWantedDirectory = finderOfWantedDirectory->sibling;
        }
        
        return parent;
    }
}
Position MakeDirectory(Position current, char* name)
{
    Position newDirectory;
    newDirectory = AllocateMemoryForDirectory();

    strcpy(newDirectory->name, name);
        if (!current->child)
        {
            current->child = newDirectory;
        }
        else
        {
            Position currentChild = current->child;
            while (currentChild->sibling)
                currentChild = currentChild->sibling;
            currentChild->sibling = newDirectory;
        }
        return current;
}
StackPosition AllocateMemoryForStack()
{
    StackPosition newStackElement = (StackPosition)malloc(sizeof(Dir));
    if (!newStackElement)
    {
        printf(""Can not allocate memory!\n"");
    }
    return newStackElement;
}
Position AllocateMemoryForDirectory()
{
    Position newDirectory = (Position)malloc(sizeof(Dir));
    if (!newDirectory)
    {
        printf(""Can not allocate memory!\n"");
    }
    newDirectory->child = NULL;
    newDirectory->sibling = NULL;
    return newDirectory;    
}
void Remove(Position current)
{
    if (!current)
        return;
    remove(current->sibling);
    remove(current->child);
    
}
int Path(Position current, StackPosition stackHead)
{
    char stringToPrint[MAX_DIR_LENGTH] = """";
    
    while (stackHead)
    {
            strcat(stringToPrint, stackHead->data->name);
            strcat(stringToPrint, ""\\"");
            stackHead = stackHead->next;
    }
    strcat(stringToPrint, "">"");
    printf(""%s "", stringToPrint);
    return 0;
}
int CommandPrompt(Position current, StackPosition stackHead)
{
    Position C = current;
    char userInput[MAX_DIR_LENGTH];
    char command[5];
    char directoryName[MAX_DIR_LENGTH];
    Path(current, stackHead->next);
    do {
        fgets(userInput, MAX_DIR_LENGTH, stdin);
        sscanf(userInput, ""%s %s"", command, directoryName);
        if (!strcmp(command, ""md""))
        {
            current = MakeDirectory(current, directoryName);
            Path(current, stackHead->next);
        }
        else if (!strcmp(command, ""cd""))
        {
            current = ChangeDirectory(current, stackHead, directoryName);
            Path(current, stackHead->next);
        }
        else if (!strcmp(command, ""cd..""))
        {
            if (current = ChangeToPreviousDirectory(stackHead) == NULL)
                current = C;
            Path(current, stackHead->next);
        }
        else if (!strcmp(command, ""dir""))
        {
            PrintDirectory(current);
            Path(current, stackHead->next);
        }
        else if (!strcmp(command, ""exit""))
            Remove(current);
        else
            printf(""That's not an option!"");
    } while (strcmp(command, ""exit""));
    return 0;
}",60,1734,1613
"#include ""functions.h""

pointerHash InitializeHashTable(int size)
{
    pointerHash table;
    table = (pointerHash)malloc(sizeof(HashTable));
    if (!table)
    {
        printf(""Problem with memory allocation!\n"");
        return table;
    }
    table->size = size;
    table->hashList = (position*)malloc(sizeof(position) * size);
    if (!table->hashList)
    {
        printf(""Problem with memory allocation!\n"");
        return table->hashList;
    }
    for (int i = 0; i < table->size; i++)
        table->hashList[i] = NULL;
    return table;
}
int CountKey(char* lastName)
{
    int lengthOfLastName = strlen(lastName);
    int sum = 0, i = 0;
    if (lengthOfLastName < LAST_NAME_LENGTH)
    {
        for (i = 0; i < lengthOfLastName; i++)
            sum += lastName[i];
    }
    else
    {
        for (i = 0; i < LAST_NAME_LENGTH; i++)
            sum += lastName[i];
    }
    return (sum % SIZE_OF_TABLE);
}
int InputStudentsFromFile(char* fileName, pointerHash hashTable)
{
    FILE* fp = NULL;
    fp = fopen(fileName, ""r"");
    if (!fp)
    {
        printf(""Can't open file!\n"");
        return fp;
    }
    char fileFirstName[MAX_STRING_LENGTH];
    char fileLastName[MAX_STRING_LENGTH];
    char fileRegistrationNumber[MAX_STRING_LENGTH];

    while (!feof(fp))
    {
        fscanf(fp, ""%s %s %s\n"", fileFirstName, fileLastName, fileRegistrationNumber);
        AddToHashTable(AllocateMemoryForStudent(fileFirstName, fileLastName, fileRegistrationNumber), hashTable);
    }
    fclose(fp);
    return 0;
}
position AllocateMemoryForStudent(char* firstName, char* lastName, char* registrationNumber)
{
    position newStudent = NULL;
    newStudent = (position)malloc(sizeof(ListElement));
    if (!newStudent)
    {
        printf(""Problem with memory allocation!\n"");
        return newStudent;
    }
    newStudent->next = NULL;
    strcpy(newStudent->firstName, firstName);
    strcpy(newStudent->lastName, lastName);
    strcpy(newStudent->registrationNumber, registrationNumber);
    return newStudent;
}
int AddToHashTable(position newStudent, pointerHash hashTable)
{
    int hashKey = CountKey(newStudent->lastName, hashTable->size);
    if (!hashTable->hashList[hashKey])
        hashTable->hashList[hashKey] = newStudent;
    else
    {
        position currentStudent = hashTable->hashList[hashKey];
        if (currentStudent && (strcmp(newStudent->lastName, currentStudent->lastName) < 0 || (strcmp(newStudent->lastName, currentStudent->lastName) == 0 && strcmp(newStudent->firstName, currentStudent->firstName) < 0)))
        {
            hashTable->hashList[hashKey] = newStudent;
            newStudent->next = currentStudent;
        }
        else 
        {
            while (currentStudent->next)
            {
                if (strcmp(newStudent->lastName, currentStudent->next->lastName) < 0 || (strcmp(newStudent->lastName, currentStudent->next->lastName) == 0 && strcmp(newStudent->firstName, currentStudent->next->firstName) < 0))
                {
                    newStudent->next = currentStudent->next;
                    currentStudent->next = newStudent;
                    break;
                }
                currentStudent = currentStudent->next;
            }
            if (!currentStudent->next)
            {
                newStudent->next = currentStudent->next;
                currentStudent->next = newStudent;
            }
        }
    }
    return 0;
}
int PrintHashTable(pointerHash hashTable)
{
    printf(""Hash table of students:\n\n"");
    for (int i = 0; i < hashTable->size; i++)
    {
        int printMeOnce = 1;
        position current = hashTable->hashList[i];
        while (current)
        {
            if (printMeOnce == 1)
            {
                printf(""Key:%d\n"", i);
                printMeOnce++;
            }
            printf(""%s %s\n\n"", current->firstName, current->lastName);
            current = current->next;
        }
    }
    return 0;
}
int FindStudent(char* lastName, char* firstName, pointerHash hashTable)
{
    int hashKey = CountKey(lastName);
    position currentStudent = hashTable->hashList[hashKey];
    int isFound = 0;
    while (currentStudent && !isFound)
    {
        if (strcmp(currentStudent->lastName, lastName) == 0 && strcmp(currentStudent->firstName, firstName) == 0)
        {
            printf(""Registration number for %s %s is:%s\n"", currentStudent->firstName, currentStudent->lastName, currentStudent->registrationNumber);
            isFound = 1;
        }
        currentStudent = currentStudent->next;
    }
    if (!isFound)
    {
        printf(""Student does not exist!\n"");
    }
    return 0;
}
",60,1735,1381
"#define _CRT_SECURE_NO_WARNINGS



#define MIN 10
#define MAX 100
typedef struct cvor* pozicija;
struct cvor {
    int el;
    pozicija next;
};
int stog(pozicija);
int red(pozicija);
int push(pozicija);
int pop(pozicija);
int pushR(pozicija);
int ispis(pozicija);
int main()
{
    srand(time(NULL));
    struct cvor HeadS;
    HeadS.next = NULL;
    struct cvor HeadR;
    HeadR.next = NULL;
    char c;
    while (1) {
        printf(""Unesi 1 za implementaciju stoga, a 2 za implementaciju reda, 0 za izlaz iz programa\n"");
        scanf("" %c"", &c);
        if (c == '1')
            stog(&HeadS);
        else if (c == '2')
            red(&HeadR);
        else if (c == '0')
            break;
        else
            printf(""Nisi unio ispravni broj!\n"");
    }


    return 0;
}
int stog(pozicija p)
{
    char c;
    while (1) {
        printf(""Unesi N za unos novog elementa stoga, M za micanje postojeceg elementa stoga, I za ispis elemenata stoga, X za izlaz\n"");
        scanf("" %c"", &c);
        if (c == 'N')
            push(p);
        else if (c == 'M')
            pop(p);
        else if (c == 'I')
            ispis(p->next);
        else if (c == 'X')
            break;
        else
            printf(""Nisi unio ispravno slovo!\n"");
    }
    return 0;
}
int red(pozicija p)
{
    char c;
    while (1) {
        printf(""Unesi N za unos novog elementa reda, M za micanje postojeceg elementa reda, I za ispis elemenata reda, X za izlaz\n"");
        scanf("" %c"", &c);
        if (c == 'N')
            pushR(p);
        else if (c == 'M')
            pop(p);
        else if (c == 'I')
            ispis(p->next);
        else if (c == 'X')
            break;
        else
            printf(""Nisi unio ispravno slovo!\n"");
    }
    return 0;
}
int ispis(pozicija p)
{
    while (p != NULL)
    {
        printf(""Element je: %d\n"", p->el);
        p = p->next;
    }
    return 0;
}
int push(pozicija p)
{ 
    pozicija q = NULL;
    q = (pozicija)malloc(sizeof(struct cvor));
    if (q == NULL)
    {
        printf(""Neuspjesna alokacija memorije!\n"");
        return 1;
    }
    int broj = (rand() % (MAX - MIN + 1)) + MIN;
    q->el = broj;
    q->next = p->next;
    p->next = q;

    return 0;
}
int pop(pozicija p)
{ 
    pozicija q = NULL;
    if (p->next == NULL)
        printf(""Nisi jos dodao niti jedan element!\n"");
    else
    {
        printf(""Skidamo element:%d\n"", p->next->el);
        q = p->next;
        p->next = q->next;
        free(q);
    }
    return 0;
}
int pushR(pozicija p)
{ 
    pozicija q = NULL;
    q = (pozicija)malloc(sizeof(struct cvor));
    if (q == NULL)
    {
        printf(""Neuspjesna alokacija memorije!\n"");
        return 1;
    }
     pozicija kraj = NULL;
    if (p->next == NULL)
        kraj = p;
    int broj = (rand() % (MAX - MIN + 1)) + MIN;
    q->el = broj;
    q->next = NULL;
    kraj->next = q;
    kraj = q;
    return 0;
}",60,1736,1136
"#include ""Stack.h""
#include ""AllocateMemory.h""
islandPointer PopStack(stackPointer stackHead)
{
    stackPointer tempStackElement = stackHead->next, prev = stackHead->next;
    if (!tempStackElement->next)
        return NULL;
    while (tempStackElement->next)
    {
        prev = tempStackElement;
        tempStackElement = tempStackElement->next;
    }
    islandPointer island = tempStackElement->data;
    prev->next = tempStackElement->next;
    free(tempStackElement);
    return island;
}
int PushStack(islandPointer current, stackPointer stackHead)
{
    stackPointer newStackElement;
    stackPointer tempStackElement = stackHead;
    if (newStackElement = AllocateMemoryForStack())
    {
        while (tempStackElement->next)
            tempStackElement = tempStackElement->next;
        newStackElement->next = tempStackElement->next;
        tempStackElement->next = newStackElement;
        newStackElement->data = current;
        return 0;
    }
    else
        return 1;
}
int CleanStack(stackPointer stackHead)
{
    stackPointer prev = stackHead->next, top = stackHead->next;
    stackHead = stackHead->next;
    while (top->next)
    {
        while (stackHead->next)
        {
            prev = stackHead;
            stackHead = stackHead->next;
        }
        free(stackHead);
        prev->next = NULL;
        stackHead = top->next;
        prev = top;
    }
    return 0;
}
stackPointer CreateStackHead()
{
    stackPointer stackHead = AllocateMemoryForStack();
    stackHead->data = NULL;
    stackHead->next = NULL;
    return stackHead;
}",60,1737,449
"#include ""Travels.h""
#include ""CoinCalculator.h""
#include ""Respawn.h""
#include ""Stack.h""
#include ""IslandType.h""
islandPointer TravelToLeftIsland(int* currentAmountOfCoins, int* numberOfFoundClues, islandPointer start, islandPointer currentIsland, stackPointer stackHead, int* flagForGameOver)
{
    islandPointer parentIsland = currentIsland;
    if (HaveEnoughCoins(*currentAmountOfCoins, currentIsland->leftNext->coins))
    {
        *currentAmountOfCoins = SpendCoins(*currentAmountOfCoins, currentIsland->leftNext->coins);
        currentIsland = currentIsland->leftNext;
        PushStack(currentIsland, stackHead);
        printf(""%s\n"", currentIsland->description);
        if (isClueIsland(currentIsland))
        {
            printf(""Trag je: %c\n"", currentIsland->clue);
            *numberOfFoundClues += 1;
        }
        else if (isDeathlyIsland(currentIsland, start))
        {
            if (HaveEnoughCoins(*currentAmountOfCoins, COINS_AMOUNT_FOR_RESPAWN_OR_MAIN_PRIZE))
            {
                char choice = RespawnPrint(*currentAmountOfCoins);
                system(""cls"");
                if (tolower(choice) == 'd')
                {
                    *currentAmountOfCoins = SpendCoins(*currentAmountOfCoins, COINS_AMOUNT_FOR_RESPAWN_OR_MAIN_PRIZE);
                    PrintCurrentPath(currentIsland, stackHead);
                    printf(""Status coina: %d\n"", *currentAmountOfCoins);
                    printf(""Uskrsnuo si!\n"");
                    currentIsland = TravelToPrevIsland(parentIsland, currentIsland, stackHead);
                }
                else
                {
                    currentIsland = TravelToStartIsland(start, currentIsland, stackHead);
                    *flagForGameOver = 1;
                }
            }
            else
            {
                currentIsland = TravelToStartIsland(start, currentIsland, stackHead);
                *flagForGameOver = 1;
            }
        }
        else
        {
            PrintCurrentPath(currentIsland, stackHead);
            currentIsland = TravelToPrevIsland(parentIsland, currentIsland, stackHead);
        }
    }
    else 
    {
        printf(""Nazalost presiromasan si za daljnja putovanja :(!\n"");
        *flagForGameOver = 1;
    }
    return currentIsland;
}
islandPointer TravelToRightIsland(int* currentAmountOfCoins, int* numberOfFoundClues, islandPointer start, islandPointer currentIsland, stackPointer stackHead, int* flagForGameOver)
{
    islandPointer parentIsland = currentIsland;
    if (HaveEnoughCoins(*currentAmountOfCoins, currentIsland->rightNext->coins))
    {
        *currentAmountOfCoins = SpendCoins(*currentAmountOfCoins, currentIsland->rightNext->coins);
        currentIsland = currentIsland->rightNext;
        PushStack(currentIsland, stackHead);
        printf(""%s\n"", currentIsland->description);
        if (isClueIsland(currentIsland))
        {
            printf(""Trag je: %c\n"", currentIsland->clue);
            *numberOfFoundClues += 1;
        }
        else if (isDeathlyIsland(currentIsland, start))
        {
            if (HaveEnoughCoins(*currentAmountOfCoins, COINS_AMOUNT_FOR_RESPAWN_OR_MAIN_PRIZE))
            {
                char choice = RespawnPrint(*currentAmountOfCoins);
                system(""cls"");
                if (tolower(choice) == 'd')
                {
                    *currentAmountOfCoins = SpendCoins(*currentAmountOfCoins, COINS_AMOUNT_FOR_RESPAWN_OR_MAIN_PRIZE);
                    PrintCurrentPath(currentIsland, stackHead);
                    printf(""Status coina: %d\n"", *currentAmountOfCoins);
                    printf(""Uskrsnuo si!\n"");
                    currentIsland = TravelToPrevIsland(parentIsland, currentIsland, stackHead);
                }
                else
                {
                    currentIsland = TravelToStartIsland(start, currentIsland, stackHead);
                    *flagForGameOver = 1;
                }
            }
            else
            {
                currentIsland = TravelToStartIsland(start, currentIsland, stackHead);
                *flagForGameOver = 1;
            }
        }
        else
        {
            PrintCurrentPath(currentIsland, stackHead);
            currentIsland = TravelToPrevIsland(parentIsland, currentIsland, stackHead);
        }
    }
    else 
    {
        printf(""Nazalost presiromasan si za daljnja putovanja :(!\n"");
        *flagForGameOver = 1;
    }
    return currentIsland;
}
islandPointer TravelToPrevIsland(islandPointer parentIsland, islandPointer currentIsland, stackPointer stackHead)
{
    printf(""Vracamo se na prethodni otok: %s kako bi nastavio svoje putovanje u drugom smjeru\n"", parentIsland->islandName);
    PopStack(stackHead);
    currentIsland = parentIsland;
    return currentIsland;
}
islandPointer TravelToStartIsland(islandPointer start, islandPointer currentIsland, stackPointer stackHead)
{
    currentIsland = start;
    CleanStack(stackHead);
    return currentIsland;
}",60,1738,1470
"#define _CRT_SECURE_NO_WARNINGS 



typedef struct lista* pozicija;
struct lista {
    int el;
    pozicija next;
};
int unija(pozicija, pozicija, pozicija);
int presjek(pozicija, pozicija, pozicija);
int unosPrvi(pozicija);
int unosDrugi(pozicija);
int ispis(pozicija);
int main()
{
    struct lista Head1;
    struct lista Head2;
    struct lista HeadU;
    struct lista HeadP;
    Head1.next = NULL;
    Head2.next = NULL;
    HeadU.next = NULL;
    HeadP.next = NULL;
    unosPrvi(&Head1);
    unosDrugi(&Head2);
    printf(""Prva lista:\n"");
    ispis(Head1.next);
    printf(""Druga lista:\n"");
    ispis(Head2.next);
    unija(&Head1, &Head2, &HeadU);
    printf(""Ispis unije listi:\n"");
    ispis(HeadU.next);
    presjek(&Head1, &Head2, &HeadP);
    printf(""Ispis presjeka listi:\n"");
    ispis(HeadP.next);

    return 0;
}
int unija(pozicija p, pozicija q, pozicija r)
{
    while (p->next != NULL && q->next != NULL)
    {
        pozicija s = NULL;
        s = (pozicija)malloc(sizeof(struct lista));
        if (s == NULL)
        {
            printf(""Neuspjesna alokacija memorije!\n"");
            return 1;
        }
        s->next = NULL;
        if (p->next->el == q->next->el) 
        {
            s->el = p->next->el;
            p = p->next;
            q = q->next;
        }
        else if(p->next->el < q->next->el) 
        {
            s->el = p->next->el;
            p = p->next;
        }
        else
        {
            s->el = q->next->el;
            q = q->next;
        }
        r->next = s;
        r = s;
    }
    if (p->next == NULL) 
    {
        while (q->next != NULL)
        {
            pozicija s = NULL;
            s = (pozicija)malloc(sizeof(struct lista));
            if (s == NULL)
            {
                printf(""Neuspjesna alokacija memorije!\n"");
                return 1;
            }
            s->next = NULL;
            s->el = q->next->el;
            q = q->next;
            r->next = s;
            r = s;
        }
        
    }
    else 
    {
        while (p->next != NULL)
        {
            pozicija s = NULL;
            s = (pozicija)malloc(sizeof(struct lista));
            if (s == NULL)
            {
                printf(""Neuspjesna alokacija memorije!\n"");
                return 1;
            }
            s->next = NULL;
            s->el = p->next->el;
            p = p->next;
            r->next = s;
            r = s;
        }
        
    }
    
    return 0;
}
int presjek(pozicija p, pozicija q, pozicija r)
{
    while (p->next != NULL && q->next != NULL) 
    {
        if (p->next->el == q->next->el)
        {
            pozicija s = NULL;
            s = (pozicija)malloc(sizeof(struct lista));
            if (s == NULL)
            {
                printf(""Neuspjesna alokacija memorije!\n"");
                return 1;
            }
            s->next = NULL;
            s->el = p->next->el;
            p = p->next;
            q = q->next;
            r->next = s;
            r = s;
        }
        else if (p->next->el < q->next->el) 
            p = p->next;
        else
            q = q->next;
    }
    return 0;
}
int unosPrvi(pozicija p)
{
    FILE* fp = NULL;
    fp = fopen(""lista1.txt"", ""r"");
    if (fp == NULL)
    {
        printf(""Neuspjesno otvaranje datoteke!\n"");
        return 1;
    }
    while (!feof(fp))
    {
        pozicija q = NULL;
        q = (pozicija)malloc(sizeof(struct lista));
        if (q == NULL)
        {
            printf(""Neuspjesna alokacija memorije!\n"");
            return 1;
        }
        
        pozicija pret, temp;
        temp = p->next;
        pret = p;
        fscanf(fp, ""%d\n"", &q->el);
        while (temp != NULL)
        {
            pret = temp;
            temp = temp->next;
        }
        pret->next = q;
        if (temp != NULL)
            q->next = temp;
        else
            q->next = NULL;
    }
    return 0;
}
int unosDrugi(pozicija p)
{
    FILE* fp = NULL;
    fp = fopen(""lista2.txt"", ""r"");
    if (fp == NULL)
    {
        printf(""Neuspjesno otvaranje datoteke!\n"");
        return 1;
    }
    while (!feof(fp))
    {
        pozicija q = NULL;
        q = (pozicija)malloc(sizeof(struct lista));
        if (q == NULL)
        {
            printf(""Neuspjesna alokacija memorije!\n"");
            return 1;
        }
        pozicija pret, temp;
        temp = p->next;
        pret = p;
        fscanf(fp, ""%d\n"", &q->el);
        while (temp != NULL)
        {
            pret = temp;
            temp = temp->next;
        }
        pret->next = q;
        if (temp != NULL)
            q->next = temp;
        else
            q->next = NULL;
    }
    return 0;
}
int ispis(pozicija p)
{
    while (p != NULL)
    {
        printf(""Element liste je: %d\n"", p->el);
        p = p->next;
    }
    return 0;
}",60,1739,1700
"int main(int argc,char* argv[]){
    int rank,size,*a=NULL,*c=NULL;
    float res,*b=NULL;
    if(argc<1){
        printf(""Enter m as command line argument"");
        exit(EXIT_FAILURE);
    }
    MPI_Init(&argc,&argv);
    int m=atoi(argv[1]);
    MPI_Comm_size(MPI_COMM_WORLD,&size);
    MPI_Comm_rank(MPI_COMM_WORLD,&rank);
    a=(int*)malloc(m*size*sizeof(int));
    b=(float*)malloc(size*sizeof(float));
    c=(int*)malloc(m*sizeof(int));
    if(rank==0){
        printf(""Enter %d numbers.\n"",m*size);
        for(int i=0;i<m*size;i++)
            scanf(""%d"",&a[i]);
    }
    MPI_Scatter(a,m,MPI_INT,c,m,MPI_INT,0,MPI_COMM_WORLD);
    res=0;
    for(int i=0;i<m;i++){
        res+=c[i];
    }
    res/=m;
    printf(""Process[%d]: Average is %f\n"",rank,res);
    MPI_Gather(&res,1,MPI_FLOAT,b,1,MPI_FLOAT,0,MPI_COMM_WORLD);
    if(rank==0){
        res=0;
        for(int i=0;i<size;i++) res+=b[i];
        res/=size;
        printf(""Process[%d]: The overall average is %f\n"",rank,res);
    }
    MPI_Finalize();
    return 0;
}",61,1740,461
"struct Node
{
    int data;
    struct Node* left;
    struct Node* right;
};
struct Node* BSTInsert(struct Node** root,int data)
{
    if(!*root)
    {
        struct Node* newNode=(struct Node*)malloc(sizeof(struct Node));
        newNode->data=data;
        newNode->left=NULL;
        newNode->right=NULL;
        return newNode;
    }
    else
    {
        if((*root)->data>data)
        {
            (*root)->left=BSTInsert(&((*root)->left),data);
        }
        else if((*root)->data<data)
        {
            (*root)->right=BSTInsert(&((*root)->right),data);
        }
        else
        {
            printf(""The element already exists in the BST\n"");
        }
    }
    return *root;
    
}
void inorder(struct Node* root)
{
    if(!root)
        return;
    inorder(root->left);
    printf(""%d "",root->data);
    inorder(root->right);
    return;
}
void preorder(struct Node* root)
{
    if(!root)
        return;
    printf(""%d "",root->data);
    preorder(root->left);
    preorder(root->right);
    return;
}
void postorder(struct Node* root)
{
    if(!root)
        return;
    postorder(root->left);
    postorder(root->right);
    printf(""%d "",root->data);
    return;
}
int main()
{
    int n;
    int k;
    struct Node* root=NULL;
    printf(""Please enter the number of nodes you want to insert\n"");
    scanf(""%d"",&n);
    printf(""Please enter the elements\n"");
    for(int i=0;i<n;i++)
    {
        scanf(""%d"",&k);
        root=BSTInsert(&root,k);
    }
    inorder(root);
    printf(""\n"");
    preorder(root);
    printf(""\n"");
    postorder(root);
    printf(""\n"");
    return 0;
}",61,1741,544
"t


int main(int argc,char* argv[]){
    int rank,size,num;
    char st[10];
    char res[10];
    MPI_Init(&argc,&argv);
    MPI_Comm_rank(MPI_COMM_WORLD,&rank);
    MPI_Comm_size(MPI_COMM_WORLD,&size);
    if(size!=4){
        printf(""\nUse 4 processes\n"");
        MPI_Abort(MPI_COMM_WORLD,EXIT_FAILURE);
    }
    if(rank==0){
        printf(""\nProcess[%d]: Sending numbers\n"",rank);
        num=1;
        MPI_Send(&num,1,MPI_INT,1,0,MPI_COMM_WORLD);
        num=2;
        MPI_Send(&num,1,MPI_INT,2,0,MPI_COMM_WORLD);
        num=3;
        MPI_Send(&num,1,MPI_INT,3,0,MPI_COMM_WORLD);
        
    }else{
        MPI_Recv(&num,1,MPI_INT,0,0,MPI_COMM_WORLD,MPI_STATUS_IGNORE);
        printf(""\nProcess[%d]: Received %d\n"",rank,num);
    }
    MPI_Finalize();
    return 0;
}",61,1742,361
"long fact(int a){
    if(a==0) return 1;
    return a*fact(a-1);
}

int main(int argc,char* argv[]){
    int rank,size,*a=NULL,c;
    long res,*b=NULL;
    MPI_Init(&argc,&argv);
    MPI_Comm_size(MPI_COMM_WORLD,&size);
    MPI_Comm_rank(MPI_COMM_WORLD,&rank);
    a=(int*)malloc(size*sizeof(int));
    b=(long*)malloc(size*sizeof(long));
    if(rank==0){
        printf(""Enter %d numbers.\n"",size);
        for(int i=0;i<size;i++)
            scanf(""%d"",&a[i]);
    }
    MPI_Scatter(a,1,MPI_INT,&c,1,MPI_INT,0,MPI_COMM_WORLD);
    res=fact(c);
    printf(""Process[%d]: Factorial of %d is %ld\n"",rank,c,res);
    MPI_Gather(&res,1,MPI_LONG,b,1,MPI_LONG,0,MPI_COMM_WORLD);
    if(rank==0){
        res=0;
        for(int i=0;i<size;i++) res+=b[i];
        printf(""Process[%d]: The sum of all factorials is %ld\n"",rank,res);
    }
    MPI_Finalize();
    return 0;
}",61,1743,396
"int power(int a,int b)
{
    int ans=1;
    for(int i=0;i<b;i++)
    {
        ans*=a;
    }
    return ans;
}
int main()
{
    int sieve[10000];
    for(int i=0;i<10001;i++)
    {
        sieve[i]=0;
    }
    sieve[1]=1;
    sieve[0]=1;
    int count=0;
    for(int i=2;i<10001;i++)
    {
        if(sieve[i]==0)
        {
            count+=1;
            for(int j=i*i;j<10001;j+=i)
            {
                sieve[j]=1;
            }
        }
    }
    int primes[count];
    int j=0;
    for(int i=0;i<10001;i++)
    {
        if(sieve[i]==0)
        {
            primes[j]=i;
            j+=1;
        }
    }
    
    int a[count];
    int b[count];
    int c,d;
    scanf(""%d %d"",&c,&d);
    int x,y;
    x=c;
    y=d;
    int count1=0;
    while(c>0)
    {
        int counts=0;
        while(c>0)
        {
            if(c%primes[count1]!=0)
            {
                a[count1]=counts;
                count1+=1;
                break;
            }
            else
            {
                c/=primes[count1];
                counts+=1;
            }
        }
        if(count1==count)
        {
            break;
        }
    }
    int count2=0;
    while(d>0)
    {
        int counts=0;
        while(d>0)
        {
            if(d%primes[count2]!=0)
            {
                b[count2]=counts;
                count2+=1;
                break;
            }
            else
            {
                d/=primes[count2];
                counts+=1;
            }
        }
        if(count2==count)
        {
            break;
        }
    }
    
    int pow;
    int gcd=1;
    for(int i=0;i<count;i++)
    {
        if(b[i]<a[i])
        {
            pow=b[i];
        }
        else
        {
            pow=a[i];
        }
        gcd*=(power(primes[i],pow));
    }
    printf(""The GCD is %d \n"",gcd);
    return 0;
}",61,1744,726
